role_id,role_name,category,skill_id,skill_name,importance
396,Six Sigma Black Belt,Engineering,335,Lean Manufacturing,core
396,Six Sigma Black Belt,Engineering,337,Quality Control,core
396,Six Sigma Black Belt,Engineering,336,Six Sigma,core
396,Six Sigma Black Belt,Engineering,323,Structural Analysis,core
396,Six Sigma Black Belt,Engineering,334,CNC Machining,secondary
396,Six Sigma Black Belt,Engineering,324,Geotechnical Engineering,secondary
396,Six Sigma Black Belt,Engineering,322,MATLAB Simulink,secondary
396,Six Sigma Black Belt,Engineering,325,Surveying,secondary
396,Six Sigma Black Belt,Engineering,313,ANSYS,bonus
396,Six Sigma Black Belt,Engineering,330,Electrical Design,bonus
396,Six Sigma Black Belt,Engineering,338,NDT Testing,bonus
397,Maintenance Engineer,Engineering,314,CATIA,core
397,Maintenance Engineer,Engineering,345,Fluid Mechanics,core
397,Maintenance Engineer,Engineering,338,NDT Testing,core
397,Maintenance Engineer,Engineering,337,Quality Control,core
397,Maintenance Engineer,Engineering,323,Structural Analysis,core
397,Maintenance Engineer,Engineering,344,Thermodynamics,core
397,Maintenance Engineer,Engineering,334,CNC Machining,secondary
397,Maintenance Engineer,Engineering,324,Geotechnical Engineering,secondary
397,Maintenance Engineer,Engineering,322,MATLAB Simulink,secondary
397,Maintenance Engineer,Engineering,325,Surveying,secondary
397,Maintenance Engineer,Engineering,313,ANSYS,bonus
397,Maintenance Engineer,Engineering,332,Control Systems,bonus
397,Maintenance Engineer,Engineering,330,Electrical Design,bonus
398,NDT Engineer,Engineering,314,CATIA,core
398,NDT Engineer,Engineering,345,Fluid Mechanics,core
398,NDT Engineer,Engineering,338,NDT Testing,core
398,NDT Engineer,Engineering,337,Quality Control,core
398,NDT Engineer,Engineering,323,Structural Analysis,core
398,NDT Engineer,Engineering,344,Thermodynamics,core
398,NDT Engineer,Engineering,334,CNC Machining,secondary
398,NDT Engineer,Engineering,324,Geotechnical Engineering,secondary
398,NDT Engineer,Engineering,322,MATLAB Simulink,secondary
398,NDT Engineer,Engineering,325,Surveying,secondary
398,NDT Engineer,Engineering,313,ANSYS,bonus
398,NDT Engineer,Engineering,332,Control Systems,bonus
398,NDT Engineer,Engineering,330,Electrical Design,bonus
399,Piping Engineer,Engineering,314,CATIA,core
399,Piping Engineer,Engineering,345,Fluid Mechanics,core
399,Piping Engineer,Engineering,340,Piping Design,core
399,Piping Engineer,Engineering,337,Quality Control,core
399,Piping Engineer,Engineering,323,Structural Analysis,core
399,Piping Engineer,Engineering,344,Thermodynamics,core
399,Piping Engineer,Engineering,334,CNC Machining,secondary
399,Piping Engineer,Engineering,324,Geotechnical Engineering,secondary
399,Piping Engineer,Engineering,322,MATLAB Simulink,secondary
399,Piping Engineer,Engineering,325,Surveying,secondary
399,Piping Engineer,Engineering,313,ANSYS,bonus
399,Piping Engineer,Engineering,330,Electrical Design,bonus
399,Piping Engineer,Engineering,338,NDT Testing,bonus
400,Safety Engineer,Engineering,314,CATIA,core
400,Safety Engineer,Engineering,345,Fluid Mechanics,core
400,Safety Engineer,Engineering,338,NDT Testing,core
400,Safety Engineer,Engineering,337,Quality Control,core
400,Safety Engineer,Engineering,323,Structural Analysis,core
400,Safety Engineer,Engineering,344,Thermodynamics,core
400,Safety Engineer,Engineering,334,CNC Machining,secondary
400,Safety Engineer,Engineering,324,Geotechnical Engineering,secondary
400,Safety Engineer,Engineering,322,MATLAB Simulink,secondary
400,Safety Engineer,Engineering,325,Surveying,secondary
400,Safety Engineer,Engineering,313,ANSYS,bonus
400,Safety Engineer,Engineering,332,Control Systems,bonus
400,Safety Engineer,Engineering,330,Electrical Design,bonus
401,Project Engineer,Engineering,366,Agile,core
401,Project Engineer,Engineering,326,Construction Management,core
401,Project Engineer,Engineering,484,Leadership,core
401,Project Engineer,Engineering,365,Project Management,core
401,Project Engineer,Engineering,373,Strategic Planning,core
401,Project Engineer,Engineering,323,Structural Analysis,core
401,Project Engineer,Engineering,334,CNC Machining,secondary
401,Project Engineer,Engineering,324,Geotechnical Engineering,secondary
401,Project Engineer,Engineering,322,MATLAB Simulink,secondary
401,Project Engineer,Engineering,325,Surveying,secondary
401,Project Engineer,Engineering,313,ANSYS,bonus
401,Project Engineer,Engineering,330,Electrical Design,bonus
401,Project Engineer,Engineering,338,NDT Testing,bonus
402,Site Engineer,Engineering,499,Attention to Detail,core
402,Site Engineer,Engineering,314,CATIA,core
402,Site Engineer,Engineering,326,Construction Management,core
402,Site Engineer,Engineering,484,Leadership,core
402,Site Engineer,Engineering,327,Quantity Surveying,core
402,Site Engineer,Engineering,323,Structural Analysis,core
402,Site Engineer,Engineering,334,CNC Machining,secondary
402,Site Engineer,Engineering,324,Geotechnical Engineering,secondary
402,Site Engineer,Engineering,322,MATLAB Simulink,secondary
402,Site Engineer,Engineering,325,Surveying,secondary
402,Site Engineer,Engineering,313,ANSYS,bonus
402,Site Engineer,Engineering,330,Electrical Design,bonus
402,Site Engineer,Engineering,338,NDT Testing,bonus
403,Design Engineer (Mech),Engineering,314,CATIA,core
403,Design Engineer (Mech),Engineering,345,Fluid Mechanics,core
403,Design Engineer (Mech),Engineering,337,Quality Control,core
403,Design Engineer (Mech),Engineering,312,SolidWorks,core
403,Design Engineer (Mech),Engineering,323,Structural Analysis,core
403,Design Engineer (Mech),Engineering,344,Thermodynamics,core
403,Design Engineer (Mech),Engineering,334,CNC Machining,secondary
403,Design Engineer (Mech),Engineering,324,Geotechnical Engineering,secondary
403,Design Engineer (Mech),Engineering,322,MATLAB Simulink,secondary
403,Design Engineer (Mech),Engineering,325,Surveying,secondary
403,Design Engineer (Mech),Engineering,313,ANSYS,bonus
403,Design Engineer (Mech),Engineering,332,Control Systems,bonus
403,Design Engineer (Mech),Engineering,330,Electrical Design,bonus
404,R&D Engineer,Engineering,314,CATIA,core
404,R&D Engineer,Engineering,345,Fluid Mechanics,core
404,R&D Engineer,Engineering,337,Quality Control,core
404,R&D Engineer,Engineering,496,Research Skills,core
404,R&D Engineer,Engineering,323,Structural Analysis,core
404,R&D Engineer,Engineering,344,Thermodynamics,core
404,R&D Engineer,Engineering,334,CNC Machining,secondary
404,R&D Engineer,Engineering,324,Geotechnical Engineering,secondary
404,R&D Engineer,Engineering,322,MATLAB Simulink,secondary
404,R&D Engineer,Engineering,325,Surveying,secondary
404,R&D Engineer,Engineering,313,ANSYS,bonus
404,R&D Engineer,Engineering,332,Control Systems,bonus
404,R&D Engineer,Engineering,330,Electrical Design,bonus
405,Simulation Engineer,Engineering,313,ANSYS,core
405,Simulation Engineer,Engineering,314,CATIA,core
405,Simulation Engineer,Engineering,345,Fluid Mechanics,core
405,Simulation Engineer,Engineering,322,MATLAB Simulink,core
405,Simulation Engineer,Engineering,337,Quality Control,core
405,Simulation Engineer,Engineering,323,Structural Analysis,core
405,Simulation Engineer,Engineering,344,Thermodynamics,core
405,Simulation Engineer,Engineering,334,CNC Machining,secondary
405,Simulation Engineer,Engineering,324,Geotechnical Engineering,secondary
405,Simulation Engineer,Engineering,325,Surveying,secondary
405,Simulation Engineer,Engineering,332,Control Systems,bonus
405,Simulation Engineer,Engineering,330,Electrical Design,bonus
406,Acoustic Engineer,Engineering,314,CATIA,core
406,Acoustic Engineer,Engineering,345,Fluid Mechanics,core
406,Acoustic Engineer,Engineering,338,NDT Testing,core
406,Acoustic Engineer,Engineering,337,Quality Control,core
406,Acoustic Engineer,Engineering,323,Structural Analysis,core
406,Acoustic Engineer,Engineering,344,Thermodynamics,core
406,Acoustic Engineer,Engineering,334,CNC Machining,secondary
406,Acoustic Engineer,Engineering,324,Geotechnical Engineering,secondary
406,Acoustic Engineer,Engineering,322,MATLAB Simulink,secondary
406,Acoustic Engineer,Engineering,325,Surveying,secondary
406,Acoustic Engineer,Engineering,313,ANSYS,bonus
406,Acoustic Engineer,Engineering,332,Control Systems,bonus
406,Acoustic Engineer,Engineering,330,Electrical Design,bonus
407,Mining Engineer,Engineering,314,CATIA,core
407,Mining Engineer,Engineering,345,Fluid Mechanics,core
407,Mining Engineer,Engineering,324,Geotechnical Engineering,core
407,Mining Engineer,Engineering,337,Quality Control,core
407,Mining Engineer,Engineering,323,Structural Analysis,core
407,Mining Engineer,Engineering,344,Thermodynamics,core
407,Mining Engineer,Engineering,334,CNC Machining,secondary
407,Mining Engineer,Engineering,322,MATLAB Simulink,secondary
407,Mining Engineer,Engineering,327,Quantity Surveying,secondary
407,Mining Engineer,Engineering,325,Surveying,secondary
407,Mining Engineer,Engineering,313,ANSYS,bonus
407,Mining Engineer,Engineering,330,Electrical Design,bonus
407,Mining Engineer,Engineering,338,NDT Testing,bonus
408,Marine Engineer,Engineering,314,CATIA,core
408,Marine Engineer,Engineering,332,Control Systems,core
408,Marine Engineer,Engineering,345,Fluid Mechanics,core
408,Marine Engineer,Engineering,337,Quality Control,core
408,Marine Engineer,Engineering,323,Structural Analysis,core
408,Marine Engineer,Engineering,344,Thermodynamics,core
408,Marine Engineer,Engineering,334,CNC Machining,secondary
408,Marine Engineer,Engineering,324,Geotechnical Engineering,secondary
408,Marine Engineer,Engineering,322,MATLAB Simulink,secondary
408,Marine Engineer,Engineering,325,Surveying,secondary
408,Marine Engineer,Engineering,313,ANSYS,bonus
408,Marine Engineer,Engineering,330,Electrical Design,bonus
409,Nuclear Engineer,Engineering,314,CATIA,core
409,Nuclear Engineer,Engineering,345,Fluid Mechanics,core
409,Nuclear Engineer,Engineering,338,NDT Testing,core
409,Nuclear Engineer,Engineering,337,Quality Control,core
409,Nuclear Engineer,Engineering,323,Structural Analysis,core
409,Nuclear Engineer,Engineering,344,Thermodynamics,core
409,Nuclear Engineer,Engineering,334,CNC Machining,secondary
409,Nuclear Engineer,Engineering,324,Geotechnical Engineering,secondary
409,Nuclear Engineer,Engineering,322,MATLAB Simulink,secondary
409,Nuclear Engineer,Engineering,325,Surveying,secondary
409,Nuclear Engineer,Engineering,313,ANSYS,bonus
409,Nuclear Engineer,Engineering,332,Control Systems,bonus
409,Nuclear Engineer,Engineering,330,Electrical Design,bonus
410,Biomedical Devices Engineer,Engineering,314,CATIA,core
410,Biomedical Devices Engineer,Engineering,319,Circuit Design,core
410,Biomedical Devices Engineer,Engineering,321,Embedded Systems,core
410,Biomedical Devices Engineer,Engineering,320,PCB Design,core
410,Biomedical Devices Engineer,Engineering,337,Quality Control,core
410,Biomedical Devices Engineer,Engineering,323,Structural Analysis,core
410,Biomedical Devices Engineer,Engineering,334,CNC Machining,secondary
410,Biomedical Devices Engineer,Engineering,324,Geotechnical Engineering,secondary
410,Biomedical Devices Engineer,Engineering,322,MATLAB Simulink,secondary
410,Biomedical Devices Engineer,Engineering,325,Surveying,secondary
410,Biomedical Devices Engineer,Engineering,313,ANSYS,bonus
410,Biomedical Devices Engineer,Engineering,332,Control Systems,bonus
410,Biomedical Devices Engineer,Engineering,330,Electrical Design,bonus
411,Textile Engineer,Engineering,314,CATIA,core
411,Textile Engineer,Engineering,345,Fluid Mechanics,core
411,Textile Engineer,Engineering,343,Material Science,core
411,Textile Engineer,Engineering,337,Quality Control,core
411,Textile Engineer,Engineering,323,Structural Analysis,core
411,Textile Engineer,Engineering,344,Thermodynamics,core
411,Textile Engineer,Engineering,334,CNC Machining,secondary
411,Textile Engineer,Engineering,324,Geotechnical Engineering,secondary
411,Textile Engineer,Engineering,322,MATLAB Simulink,secondary
411,Textile Engineer,Engineering,325,Surveying,secondary
411,Textile Engineer,Engineering,313,ANSYS,bonus
411,Textile Engineer,Engineering,330,Electrical Design,bonus
411,Textile Engineer,Engineering,338,NDT Testing,bonus
412,Food Technology Engineer,Engineering,314,CATIA,core
412,Food Technology Engineer,Engineering,342,Chemical Engineering,core
412,Food Technology Engineer,Engineering,341,Process Engineering,core
412,Food Technology Engineer,Engineering,337,Quality Control,core
412,Food Technology Engineer,Engineering,323,Structural Analysis,core
412,Food Technology Engineer,Engineering,344,Thermodynamics,core
412,Food Technology Engineer,Engineering,334,CNC Machining,secondary
412,Food Technology Engineer,Engineering,324,Geotechnical Engineering,secondary
412,Food Technology Engineer,Engineering,322,MATLAB Simulink,secondary
412,Food Technology Engineer,Engineering,325,Surveying,secondary
412,Food Technology Engineer,Engineering,313,ANSYS,bonus
412,Food Technology Engineer,Engineering,330,Electrical Design,bonus
412,Food Technology Engineer,Engineering,338,NDT Testing,bonus
413,Plastics Engineer,Engineering,314,CATIA,core
413,Plastics Engineer,Engineering,342,Chemical Engineering,core
413,Plastics Engineer,Engineering,341,Process Engineering,core
413,Plastics Engineer,Engineering,337,Quality Control,core
413,Plastics Engineer,Engineering,323,Structural Analysis,core
413,Plastics Engineer,Engineering,344,Thermodynamics,core
413,Plastics Engineer,Engineering,334,CNC Machining,secondary
413,Plastics Engineer,Engineering,324,Geotechnical Engineering,secondary
413,Plastics Engineer,Engineering,322,MATLAB Simulink,secondary
413,Plastics Engineer,Engineering,325,Surveying,secondary
413,Plastics Engineer,Engineering,313,ANSYS,bonus
413,Plastics Engineer,Engineering,330,Electrical Design,bonus
413,Plastics Engineer,Engineering,343,Material Science,bonus
414,Paper Technology Engineer,Engineering,314,CATIA,core
414,Paper Technology Engineer,Engineering,342,Chemical Engineering,core
414,Paper Technology Engineer,Engineering,341,Process Engineering,core
414,Paper Technology Engineer,Engineering,337,Quality Control,core
414,Paper Technology Engineer,Engineering,323,Structural Analysis,core
414,Paper Technology Engineer,Engineering,344,Thermodynamics,core
414,Paper Technology Engineer,Engineering,334,CNC Machining,secondary
414,Paper Technology Engineer,Engineering,324,Geotechnical Engineering,secondary
414,Paper Technology Engineer,Engineering,322,MATLAB Simulink,secondary
414,Paper Technology Engineer,Engineering,325,Surveying,secondary
414,Paper Technology Engineer,Engineering,313,ANSYS,bonus
414,Paper Technology Engineer,Engineering,330,Electrical Design,bonus
414,Paper Technology Engineer,Engineering,338,NDT Testing,bonus
415,Acoustic Consultant,Engineering,314,CATIA,core
415,Acoustic Consultant,Engineering,345,Fluid Mechanics,core
415,Acoustic Consultant,Engineering,338,NDT Testing,core
415,Acoustic Consultant,Engineering,337,Quality Control,core
415,Acoustic Consultant,Engineering,323,Structural Analysis,core
415,Acoustic Consultant,Engineering,344,Thermodynamics,core
415,Acoustic Consultant,Engineering,334,CNC Machining,secondary
415,Acoustic Consultant,Engineering,324,Geotechnical Engineering,secondary
415,Acoustic Consultant,Engineering,322,MATLAB Simulink,secondary
415,Acoustic Consultant,Engineering,325,Surveying,secondary
415,Acoustic Consultant,Engineering,313,ANSYS,bonus
415,Acoustic Consultant,Engineering,332,Control Systems,bonus
415,Acoustic Consultant,Engineering,330,Electrical Design,bonus
416,HR Manager,HR/Management,483,Communication,core
416,HR Manager,HR/Management,350,Employee Relations,core
416,HR Manager,HR/Management,484,Leadership,core
416,HR Manager,HR/Management,348,Onboarding,core
416,HR Manager,HR/Management,349,Performance Management,core
416,HR Manager,HR/Management,346,Recruitment,core
416,HR Manager,HR/Management,347,Talent Acquisition,core
416,HR Manager,HR/Management,357,Compensation and Benefits,secondary
416,HR Manager,HR/Management,775,HR Policies,secondary
416,HR Manager,HR/Management,776,HRMS,secondary
416,HR Manager,HR/Management,356,Labor Law,secondary
416,HR Manager,HR/Management,351,Payroll,secondary
416,HR Manager,HR/Management,360,Training and Development,secondary
416,HR Manager,HR/Management,358,Diversity and Inclusion,bonus
416,HR Manager,HR/Management,359,Organizational Development,bonus
416,HR Manager,HR/Management,362,Succession Planning,bonus
417,Recruiter,HR/Management,483,Communication,core
417,Recruiter,HR/Management,491,Negotiation,core
417,Recruiter,HR/Management,348,Onboarding,core
417,Recruiter,HR/Management,492,Presentation Skills,core
417,Recruiter,HR/Management,346,Recruitment,core
417,Recruiter,HR/Management,347,Talent Acquisition,core
417,Recruiter,HR/Management,485,Teamwork,core
417,Recruiter,HR/Management,350,Employee Relations,secondary
417,Recruiter,HR/Management,352,HRIS,secondary
417,Recruiter,HR/Management,351,Payroll,secondary
417,Recruiter,HR/Management,349,Performance Management,secondary
417,Recruiter,HR/Management,353,SAP HR,secondary
417,Recruiter,HR/Management,355,BambooHR,bonus
417,Recruiter,HR/Management,358,Diversity and Inclusion,bonus
417,Recruiter,HR/Management,354,Workday,bonus
418,Talent Acquisition Specialist,HR/Management,779,ATS,core
418,Talent Acquisition Specialist,HR/Management,483,Communication,core
418,Talent Acquisition Specialist,HR/Management,407,Interviewing,core
418,Talent Acquisition Specialist,HR/Management,778,LinkedIn Recruiting,core
418,Talent Acquisition Specialist,HR/Management,346,Recruitment,core
418,Talent Acquisition Specialist,HR/Management,777,Sourcing,core
418,Talent Acquisition Specialist,HR/Management,347,Talent Acquisition,core
418,Talent Acquisition Specialist,HR/Management,350,Employee Relations,secondary
418,Talent Acquisition Specialist,HR/Management,780,Employer Branding,secondary
418,Talent Acquisition Specialist,HR/Management,363,HR Analytics,secondary
418,Talent Acquisition Specialist,HR/Management,775,HR Policies,secondary
418,Talent Acquisition Specialist,HR/Management,348,Onboarding,secondary
418,Talent Acquisition Specialist,HR/Management,781,Boolean Search,bonus
418,Talent Acquisition Specialist,HR/Management,782,Campus Recruitment,bonus
418,Talent Acquisition Specialist,HR/Management,358,Diversity and Inclusion,bonus
419,HR Business Partner,HR/Management,361,Change Management,core
419,HR Business Partner,HR/Management,350,Employee Relations,core
419,HR Business Partner,HR/Management,484,Leadership,core
419,HR Business Partner,HR/Management,359,Organizational Development,core
419,HR Business Partner,HR/Management,349,Performance Management,core
419,HR Business Partner,HR/Management,346,Recruitment,core
419,HR Business Partner,HR/Management,347,Talent Acquisition,core
419,HR Business Partner,HR/Management,352,HRIS,secondary
419,HR Business Partner,HR/Management,348,Onboarding,secondary
419,HR Business Partner,HR/Management,351,Payroll,secondary
419,HR Business Partner,HR/Management,353,SAP HR,secondary
419,HR Business Partner,HR/Management,354,Workday,secondary
419,HR Business Partner,HR/Management,355,BambooHR,bonus
419,HR Business Partner,HR/Management,358,Diversity and Inclusion,bonus
419,HR Business Partner,HR/Management,373,Strategic Planning,bonus
420,Compensation and Benefits Analyst,HR/Management,499,Attention to Detail,core
420,Compensation and Benefits Analyst,HR/Management,357,Compensation and Benefits,core
420,Compensation and Benefits Analyst,HR/Management,350,Employee Relations,core
420,Compensation and Benefits Analyst,HR/Management,351,Payroll,core
420,Compensation and Benefits Analyst,HR/Management,349,Performance Management,core
420,Compensation and Benefits Analyst,HR/Management,346,Recruitment,core
420,Compensation and Benefits Analyst,HR/Management,347,Talent Acquisition,core
420,Compensation and Benefits Analyst,HR/Management,355,BambooHR,secondary
420,Compensation and Benefits Analyst,HR/Management,352,HRIS,secondary
420,Compensation and Benefits Analyst,HR/Management,348,Onboarding,secondary
420,Compensation and Benefits Analyst,HR/Management,353,SAP HR,secondary
420,Compensation and Benefits Analyst,HR/Management,354,Workday,secondary
420,Compensation and Benefits Analyst,HR/Management,358,Diversity and Inclusion,bonus
420,Compensation and Benefits Analyst,HR/Management,363,HR Analytics,bonus
420,Compensation and Benefits Analyst,HR/Management,356,Labor Law,bonus
421,Learning and Development Manager,HR/Management,276,Corporate Training,core
421,Learning and Development Manager,HR/Management,484,Leadership,core
421,Learning and Development Manager,HR/Management,348,Onboarding,core
421,Learning and Development Manager,HR/Management,349,Performance Management,core
421,Learning and Development Manager,HR/Management,346,Recruitment,core
421,Learning and Development Manager,HR/Management,347,Talent Acquisition,core
421,Learning and Development Manager,HR/Management,360,Training and Development,core
421,Learning and Development Manager,HR/Management,350,Employee Relations,secondary
421,Learning and Development Manager,HR/Management,352,HRIS,secondary
421,Learning and Development Manager,HR/Management,351,Payroll,secondary
421,Learning and Development Manager,HR/Management,353,SAP HR,secondary
421,Learning and Development Manager,HR/Management,354,Workday,secondary
421,Learning and Development Manager,HR/Management,355,BambooHR,bonus
421,Learning and Development Manager,HR/Management,358,Diversity and Inclusion,bonus
421,Learning and Development Manager,HR/Management,277,Instructional Design,bonus
422,Organisational Development Consultant,HR/Management,361,Change Management,core
422,Organisational Development Consultant,HR/Management,484,Leadership,core
422,Organisational Development Consultant,HR/Management,359,Organizational Development,core
422,Organisational Development Consultant,HR/Management,349,Performance Management,core
422,Organisational Development Consultant,HR/Management,346,Recruitment,core
422,Organisational Development Consultant,HR/Management,362,Succession Planning,core
422,Organisational Development Consultant,HR/Management,347,Talent Acquisition,core
422,Organisational Development Consultant,HR/Management,350,Employee Relations,secondary
422,Organisational Development Consultant,HR/Management,352,HRIS,secondary
422,Organisational Development Consultant,HR/Management,348,Onboarding,secondary
422,Organisational Development Consultant,HR/Management,351,Payroll,secondary
422,Organisational Development Consultant,HR/Management,353,SAP HR,secondary
422,Organisational Development Consultant,HR/Management,355,BambooHR,bonus
422,Organisational Development Consultant,HR/Management,358,Diversity and Inclusion,bonus
422,Organisational Development Consultant,HR/Management,354,Workday,bonus
423,HR Analyst,HR/Management,497,Analytical Thinking,core
423,HR Analyst,HR/Management,363,HR Analytics,core
423,HR Analyst,HR/Management,126,Pandas,core
423,HR Analyst,HR/Management,349,Performance Management,core
423,HR Analyst,HR/Management,346,Recruitment,core
423,HR Analyst,HR/Management,144,Statistics,core
423,HR Analyst,HR/Management,347,Talent Acquisition,core
423,HR Analyst,HR/Management,350,Employee Relations,secondary
423,HR Analyst,HR/Management,352,HRIS,secondary
423,HR Analyst,HR/Management,348,Onboarding,secondary
423,HR Analyst,HR/Management,351,Payroll,secondary
423,HR Analyst,HR/Management,353,SAP HR,secondary
423,HR Analyst,HR/Management,355,BambooHR,bonus
423,HR Analyst,HR/Management,358,Diversity and Inclusion,bonus
423,HR Analyst,HR/Management,354,Workday,bonus
424,Payroll Manager,HR/Management,499,Attention to Detail,core
424,Payroll Manager,HR/Management,350,Employee Relations,core
424,Payroll Manager,HR/Management,351,Payroll,core
424,Payroll Manager,HR/Management,349,Performance Management,core
424,Payroll Manager,HR/Management,346,Recruitment,core
424,Payroll Manager,HR/Management,206,SAP FICO,core
424,Payroll Manager,HR/Management,347,Talent Acquisition,core
424,Payroll Manager,HR/Management,355,BambooHR,secondary
424,Payroll Manager,HR/Management,352,HRIS,secondary
424,Payroll Manager,HR/Management,348,Onboarding,secondary
424,Payroll Manager,HR/Management,353,SAP HR,secondary
424,Payroll Manager,HR/Management,354,Workday,secondary
424,Payroll Manager,HR/Management,358,Diversity and Inclusion,bonus
424,Payroll Manager,HR/Management,363,HR Analytics,bonus
424,Payroll Manager,HR/Management,356,Labor Law,bonus
425,Employee Relations Manager,HR/Management,350,Employee Relations,core
425,Employee Relations Manager,HR/Management,356,Labor Law,core
425,Employee Relations Manager,HR/Management,382,Labour Law,core
425,Employee Relations Manager,HR/Management,484,Leadership,core
425,Employee Relations Manager,HR/Management,349,Performance Management,core
425,Employee Relations Manager,HR/Management,346,Recruitment,core
425,Employee Relations Manager,HR/Management,347,Talent Acquisition,core
425,Employee Relations Manager,HR/Management,352,HRIS,secondary
425,Employee Relations Manager,HR/Management,348,Onboarding,secondary
425,Employee Relations Manager,HR/Management,351,Payroll,secondary
425,Employee Relations Manager,HR/Management,353,SAP HR,secondary
425,Employee Relations Manager,HR/Management,354,Workday,secondary
425,Employee Relations Manager,HR/Management,355,BambooHR,bonus
425,Employee Relations Manager,HR/Management,358,Diversity and Inclusion,bonus
425,Employee Relations Manager,HR/Management,373,Strategic Planning,bonus
426,CHRO,HR/Management,494,Decision Making,core
426,CHRO,HR/Management,350,Employee Relations,core
426,CHRO,HR/Management,484,Leadership,core
426,CHRO,HR/Management,349,Performance Management,core
426,CHRO,HR/Management,346,Recruitment,core
426,CHRO,HR/Management,373,Strategic Planning,core
426,CHRO,HR/Management,347,Talent Acquisition,core
426,CHRO,HR/Management,352,HRIS,secondary
426,CHRO,HR/Management,348,Onboarding,secondary
426,CHRO,HR/Management,351,Payroll,secondary
426,CHRO,HR/Management,353,SAP HR,secondary
426,CHRO,HR/Management,354,Workday,secondary
426,CHRO,HR/Management,355,BambooHR,bonus
426,CHRO,HR/Management,358,Diversity and Inclusion,bonus
426,CHRO,HR/Management,359,Organizational Development,bonus
427,Workforce Planning Analyst,HR/Management,497,Analytical Thinking,core
427,Workforce Planning Analyst,HR/Management,363,HR Analytics,core
427,Workforce Planning Analyst,HR/Management,349,Performance Management,core
427,Workforce Planning Analyst,HR/Management,346,Recruitment,core
427,Workforce Planning Analyst,HR/Management,144,Statistics,core
427,Workforce Planning Analyst,HR/Management,362,Succession Planning,core
427,Workforce Planning Analyst,HR/Management,347,Talent Acquisition,core
427,Workforce Planning Analyst,HR/Management,350,Employee Relations,secondary
427,Workforce Planning Analyst,HR/Management,352,HRIS,secondary
427,Workforce Planning Analyst,HR/Management,348,Onboarding,secondary
427,Workforce Planning Analyst,HR/Management,351,Payroll,secondary
427,Workforce Planning Analyst,HR/Management,353,SAP HR,secondary
427,Workforce Planning Analyst,HR/Management,355,BambooHR,bonus
427,Workforce Planning Analyst,HR/Management,358,Diversity and Inclusion,bonus
427,Workforce Planning Analyst,HR/Management,354,Workday,bonus
428,Diversity and Inclusion Manager,HR/Management,473,Community Development,core
428,Diversity and Inclusion Manager,HR/Management,358,Diversity and Inclusion,core
428,Diversity and Inclusion Manager,HR/Management,350,Employee Relations,core
428,Diversity and Inclusion Manager,HR/Management,484,Leadership,core
428,Diversity and Inclusion Manager,HR/Management,349,Performance Management,core
428,Diversity and Inclusion Manager,HR/Management,346,Recruitment,core
428,Diversity and Inclusion Manager,HR/Management,347,Talent Acquisition,core
428,Diversity and Inclusion Manager,HR/Management,352,HRIS,secondary
428,Diversity and Inclusion Manager,HR/Management,348,Onboarding,secondary
428,Diversity and Inclusion Manager,HR/Management,351,Payroll,secondary
428,Diversity and Inclusion Manager,HR/Management,353,SAP HR,secondary
428,Diversity and Inclusion Manager,HR/Management,354,Workday,secondary
428,Diversity and Inclusion Manager,HR/Management,355,BambooHR,bonus
428,Diversity and Inclusion Manager,HR/Management,359,Organizational Development,bonus
428,Diversity and Inclusion Manager,HR/Management,360,Training and Development,bonus
429,HR Consultant,HR/Management,357,Compensation and Benefits,core
429,HR Consultant,HR/Management,350,Employee Relations,core
429,HR Consultant,HR/Management,356,Labor Law,core
429,HR Consultant,HR/Management,484,Leadership,core
429,HR Consultant,HR/Management,349,Performance Management,core
429,HR Consultant,HR/Management,346,Recruitment,core
429,HR Consultant,HR/Management,347,Talent Acquisition,core
429,HR Consultant,HR/Management,352,HRIS,secondary
429,HR Consultant,HR/Management,348,Onboarding,secondary
429,HR Consultant,HR/Management,351,Payroll,secondary
429,HR Consultant,HR/Management,353,SAP HR,secondary
429,HR Consultant,HR/Management,354,Workday,secondary
429,HR Consultant,HR/Management,355,BambooHR,bonus
429,HR Consultant,HR/Management,358,Diversity and Inclusion,bonus
429,HR Consultant,HR/Management,359,Organizational Development,bonus
430,Change Management Consultant,HR/Management,361,Change Management,core
430,Change Management Consultant,HR/Management,484,Leadership,core
430,Change Management Consultant,HR/Management,359,Organizational Development,core
430,Change Management Consultant,HR/Management,346,Recruitment,core
430,Change Management Consultant,HR/Management,373,Strategic Planning,core
430,Change Management Consultant,HR/Management,362,Succession Planning,core
430,Change Management Consultant,HR/Management,347,Talent Acquisition,core
430,Change Management Consultant,HR/Management,350,Employee Relations,secondary
430,Change Management Consultant,HR/Management,352,HRIS,secondary
430,Change Management Consultant,HR/Management,348,Onboarding,secondary
430,Change Management Consultant,HR/Management,351,Payroll,secondary
430,Change Management Consultant,HR/Management,353,SAP HR,secondary
430,Change Management Consultant,HR/Management,355,BambooHR,bonus
430,Change Management Consultant,HR/Management,358,Diversity and Inclusion,bonus
430,Change Management Consultant,HR/Management,354,Workday,bonus
431,General Manager,HR/Management,366,Agile,core
431,General Manager,HR/Management,374,Business Analysis,core
431,General Manager,HR/Management,494,Decision Making,core
431,General Manager,HR/Management,484,Leadership,core
